date,split,Appliances,lights,T1,T2,T_out,RH_1,RH_out,Windspeed,raw_score,severity_pct,anomaly_category,anomaly_flag
2016-01-11 22:50:00,full,60,20,21.6,21.0,5.85,44.2,87.1666666666667,6.8333333333333295,0.018568963,81.23,normal,0
2016-01-11 23:00:00,full,60,20,21.6,21.0,5.9,44.2,87.0,7.0,0.014848385,59.43,normal,0
2016-01-11 23:10:00,full,60,20,21.6,21.0,5.8,44.2,87.8333333333333,6.8333333333333295,0.013114178,45.44,normal,0
2016-01-11 23:20:00,full,50,10,21.6,21.0,5.7,44.2,88.6666666666667,6.66666666666667,0.014819777,59.17,normal,0
2016-01-11 23:30:00,full,70,20,21.5,20.9266666666667,5.6,44.23,89.5,6.5,0.011228606,29.64,normal,0
2016-01-11 23:40:00,full,60,20,21.5,20.89,5.5,44.363333333333294,90.3333333333333,6.3333333333333295,0.010985041,27.81,normal,0
2016-01-11 23:50:00,full,40,20,21.39,20.79,5.4,44.433333333333294,91.1666666666667,6.16666666666667,0.01095366,27.53,normal,0
2016-01-12 00:00:00,full,40,10,21.39,20.79,5.3,44.56,92.0,6.0,0.00992718,18.91,normal,0
2016-01-12 00:10:00,full,30,20,21.29,20.7,5.26666666666667,44.8266666666667,92.0,6.0,0.013202987,46.19,normal,0
2016-01-12 00:20:00,full,40,20,21.29,20.6333333333333,5.23333333333333,44.9666666666667,92.0,6.0,0.011594971,32.81,normal,0
2016-01-12 00:30:00,full,50,20,21.26,20.6,5.2,45.09,92.0,6.0,0.010307739,21.94,normal,0
2016-01-12 00:40:00,full,310,10,21.2,20.6,5.16666666666667,45.09,92.0,6.0,0.016141543,68.23,normal,0
2016-01-12 00:50:00,full,380,20,21.1666666666667,20.5,5.133333333333329,45.23,92.0,6.0,0.014099085,53.61,normal,0
2016-01-12 01:00:00,full,380,20,21.075,20.5,5.1,45.3725,92.0,6.0,0.018329998,80.07,normal,0
2016-01-12 01:10:00,full,370,20,21.0,20.39,5.11666666666667,45.4,92.0,5.8333333333333295,0.020073036,86.77,normal,0
2016-01-12 01:20:00,full,120,10,21.0,20.39,5.133333333333329,45.59,92.0,5.66666666666667,0.015079775,61.03,normal,0
2016-01-12 01:30:00,full,50,0,20.9266666666667,20.29,5.15,45.59,92.0,5.5,0.018933017,82.78,normal,0
