date,split,Appliances,lights,T1,T2,T_out,RH_1,RH_out,Windspeed,raw_score,severity_pct,anomaly_category,anomaly_flag
2016-01-13 06:40:00,full,50,10,18.89,18.1727272727273,5.06666666666667,45.09,89.3333333333333,6.3333333333333295,0.034037087,99.75,mid,1
2016-01-13 22:10:00,full,230,0,19.6,19.066666666666695,2.78333333333333,42.145,87.6666666666667,5.16666666666667,0.03148443,99.49,mid,1
2016-01-14 16:50:00,full,740,0,21.39,20.79,4.73333333333333,40.5666666666667,76.5,6.8333333333333295,0.039770875,99.95,high,1
2016-01-14 17:00:00,full,910,0,21.463333333333296,20.8566666666667,4.6,41.69333333333329,76.0,7.0,0.036794893,99.87,mid,1
2016-01-14 20:20:00,full,140,30,22.7,21.79,3.6,43.2966666666667,80.6666666666667,8.66666666666667,0.030762244,99.36,mid,1
2016-01-15 08:00:00,full,50,10,21.6333333333333,20.296666666666695,3.2,36.66666666666671,78.0,8.0,0.031198585,99.45,mid,1
2016-01-15 08:10:00,full,50,10,21.36,19.63,3.2,34.4,78.3333333333333,8.33333333333333,0.043880407,99.98,high,1
2016-01-15 08:20:00,full,150,10,21.066666666666695,19.15,3.2,33.4333333333333,78.6666666666667,8.66666666666667,0.053349826,100.0,high,1
2016-01-15 08:30:00,full,390,20,21.0,19.323333333333295,3.2,33.56,79.0,9.0,0.05045387,99.99,high,1
2016-01-15 08:40:00,full,390,10,20.89,19.53,3.2,33.86,79.3333333333333,9.33333333333333,0.04256292,99.97,high,1
2016-01-15 08:50:00,full,380,10,20.89,19.66,3.2,34.1933333333333,79.6666666666667,9.66666666666667,0.03305925,99.67,mid,1
2016-01-15 09:00:00,full,400,10,20.79,19.7,3.2,34.6666666666667,80.0,10.0,0.03403654,99.75,mid,1
2016-01-15 09:10:00,full,370,10,20.79,19.7,3.2,35.1933333333333,80.3333333333333,9.83333333333333,0.030710762,99.35,mid,1
2016-01-15 09:20:00,full,310,10,20.76,19.79,3.2,35.9266666666667,80.6666666666667,9.66666666666667,0.033013225,99.65,mid,1
2016-01-15 09:40:00,full,50,0,20.79,19.9266666666667,3.2,36.69333333333329,81.3333333333333,9.33333333333333,0.031924542,99.55,mid,1
2016-01-16 12:50:00,full,90,0,22.075,21.3,5.7,40.045,69.5,4.66666666666667,0.039133806,99.92,high,1
2016-01-16 18:50:00,full,1080,30,21.93,21.04,2.0833333333333295,42.7666666666667,85.5,3.6666666666666705,0.031460147,99.49,mid,1
2016-01-16 19:30:00,full,340,10,23.175,21.9572222222222,1.4,41.67,89.5,2.0,0.032373715,99.6,mid,1
2016-01-16 19:40:00,full,290,20,23.2,22.011111111111095,1.2,41.2266666666667,90.3333333333333,1.66666666666667,0.032975648,99.64,mid,1
2016-01-17 18:00:00,full,120,20,21.7,20.066666666666695,-0.8,45.0666666666667,83.0,2.0,0.031804282,99.54,mid,1
2016-01-18 18:30:00,full,660,10,19.1,17.79,-2.25,40.933333333333294,85.0,3.0,0.032402523,99.61,mid,1
2016-01-18 20:10:00,full,430,10,20.1333333333333,18.9266666666667,-2.5833333333333295,41.9,78.8333333333333,2.8333333333333295,0.03178703,99.54,mid,1
2016-01-18 20:20:00,full,630,10,20.2,19.066666666666695,-2.66666666666667,41.69333333333329,79.6666666666667,2.66666666666667,0.039391685,99.93,high,1
2016-01-18 20:40:00,full,470,20,20.365,19.26,-2.8333333333333295,40.8925,81.3333333333333,2.3333333333333295,0.03039219,99.29,mid,1
2016-01-18 20:50:00,full,740,10,20.463333333333296,19.39,-2.91666666666667,40.7666666666667,82.1666666666667,2.16666666666667,0.035809297,99.83,mid,1
2016-01-18 21:00:00,full,600,0,20.5,19.463333333333296,-3.0,40.7,83.0,2.0,0.035219338,99.82,mid,1
2016-01-19 17:50:00,full,190,20,19.2,17.79,-1.75,39.53,81.5,1.0,0.031096602,99.41,mid,1
2016-01-19 22:10:00,full,70,10,19.79,19.0,-3.6666666666666705,38.66,91.0,1.0,0.030784534,99.37,mid,1
2016-01-20 18:50:00,full,830,10,17.6,16.96,-0.15,38.09,92.5,2.0,0.031994984,99.56,mid,1
2016-01-20 19:20:00,full,410,40,18.23,17.6633333333333,-0.1,44.2566666666667,92.0,1.66666666666667,0.031536594,99.51,mid,1
2016-01-20 20:00:00,full,210,40,18.73,18.323333333333295,0.1,41.2666666666667,90.0,1.0,0.03230009,99.59,mid,1
2016-01-21 18:50:00,full,1070,30,19.6,18.4266666666667,-0.616666666666667,34.3,82.8333333333333,1.0,0.04088239,99.96,high,1
