date,Appliances,ae_flag,ae_cat,ae_score,if_flag,if_cat,if_score,svm_flag,svm_cat,svm_score,concordance
2016-01-11 22:50:00,60,0,normal,0.018568963,0,normal,0.4694198434766452,0,normal,-0.5004908836306203,normal
2016-01-11 23:00:00,60,0,normal,0.014848385,0,normal,0.4663308840496854,0,normal,-0.34939228322612,normal
2016-01-11 23:10:00,60,0,normal,0.013114178,0,normal,0.4568486196804608,0,normal,-0.63918954075765,normal
2016-01-11 23:20:00,50,0,normal,0.014819777,0,normal,0.4553152702571697,0,normal,-0.559936565566546,normal
2016-01-11 23:30:00,70,0,normal,0.011228606,0,normal,0.4435055956005531,0,normal,-0.3310701923224046,normal
2016-01-11 23:40:00,60,0,normal,0.010985041,0,normal,0.4375319188892976,0,normal,-0.6924306360645831,normal
2016-01-11 23:50:00,40,0,normal,0.01095366,0,normal,0.4544988623003982,0,normal,-0.3777524612653502,normal
2016-01-12 00:00:00,40,0,normal,0.00992718,0,normal,0.4363337558810492,0,normal,-0.7077936285317086,normal
2016-01-12 00:10:00,30,0,normal,0.013202987,0,normal,0.4497500126989212,0,low,-0.0827461474588573,normal
2016-01-12 00:20:00,40,0,normal,0.011594971,0,normal,0.4344461682994976,0,normal,-0.4521019424768611,normal
2016-01-12 00:30:00,50,0,normal,0.010307739,0,normal,0.4329556553019592,0,normal,-0.5541400278211657,normal
2016-01-12 00:40:00,310,0,normal,0.016141543,0,normal,0.4571535719704684,0,low,-0.1177317459027107,normal
2016-01-12 00:50:00,380,0,normal,0.014099085,0,normal,0.4489350911011523,1,mid,0.0683223270126148,svm_only
2016-01-12 01:00:00,380,0,normal,0.018329998,0,normal,0.4605365516942502,1,high,0.417315132906834,svm_only
2016-01-12 01:10:00,370,0,normal,0.020073036,0,normal,0.4710339573976315,1,high,0.4943217912109862,svm_only
2016-01-12 01:20:00,120,0,normal,0.015079775,0,normal,0.4480495550070195,0,normal,-0.4341832524629956,normal
2016-01-12 01:30:00,50,0,normal,0.018933017,0,normal,0.4613140097097967,0,low,-0.1620319883507057,normal
2016-01-12 01:40:00,40,0,normal,0.017245492,0,normal,0.4573883652290524,0,normal,-0.1956206515659222,normal
2016-01-12 01:50:00,50,0,normal,0.016974347,0,normal,0.4470670664535629,0,normal,-0.3529992893304197,normal
2016-01-12 02:00:00,40,0,normal,0.01438509,0,normal,0.441285644955771,0,normal,-0.3866376147605814,normal
2016-01-12 02:10:00,50,0,normal,0.013946162,0,normal,0.4282890186291185,0,normal,-0.3606461158806535,normal
2016-01-12 02:20:00,50,0,normal,0.01577991,0,normal,0.4341850188106201,0,normal,-0.5426404548012025,normal
2016-01-12 02:30:00,50,0,normal,0.010650676,0,normal,0.4215344856434734,0,normal,-0.3503539242783402,normal
2016-01-12 02:40:00,40,0,normal,0.008376617,0,normal,0.4125366693747958,0,normal,-0.455929897329145,normal
2016-01-12 02:50:00,40,0,normal,0.009152103,0,normal,0.4084302910656329,0,normal,-0.4483256284033385,normal
2016-01-12 03:00:00,30,0,normal,0.011285877,0,normal,0.413695091018379,0,normal,-0.4673879972894541,normal
2016-01-12 03:10:00,20,0,normal,0.009809303,0,normal,0.4089102125104504,0,normal,-0.2406721334466859,normal
2016-01-12 03:20:00,20,0,normal,0.011971283,0,normal,0.4058967137057295,0,normal,-0.4430167121247317,normal
2016-01-12 03:30:00,40,0,normal,0.011765646,0,normal,0.3971724693818872,0,normal,-0.556035170787649,normal
2016-01-12 03:40:00,50,0,normal,0.014568814,0,normal,0.4040693257090745,0,normal,-0.6350169629940998,normal
2016-01-12 03:50:00,50,0,normal,0.014258854,0,normal,0.3979460071388869,0,normal,-0.7111766434654725,normal
2016-01-12 04:00:00,40,0,normal,0.013109853,0,normal,0.4026653488534907,0,normal,-0.5012186077563141,normal
2016-01-12 04:10:00,50,0,normal,0.011444588,0,normal,0.3978036258208953,0,normal,-0.6892432380232278,normal
2016-01-12 04:20:00,40,0,normal,0.010690654,0,normal,0.3998281993295827,0,normal,-0.7228242462266754,normal
2016-01-12 04:30:00,40,0,normal,0.009351434,0,normal,0.3944283797640192,0,normal,-0.7317741574451613,normal
2016-01-12 04:40:00,40,0,normal,0.008726462,0,normal,0.4014818008980781,0,normal,-0.6996587927470905,normal
2016-01-12 04:50:00,60,0,normal,0.011396385,0,normal,0.3995509305986813,0,normal,-0.7316467120148278,normal
2016-01-12 05:00:00,50,0,normal,0.009532601,0,normal,0.394697703435421,0,normal,-0.7708781282169004,normal
2016-01-12 05:10:00,50,0,normal,0.009645651,0,normal,0.3914835134476041,0,normal,-0.7503114568100331,normal
2016-01-12 05:20:00,40,0,normal,0.012511833,0,normal,0.4007078790334474,0,normal,-0.7336047083380939,normal
2016-01-12 05:30:00,40,0,normal,0.008260134,0,normal,0.3974645798740939,0,normal,-0.6184370021371568,normal
2016-01-12 05:40:00,40,0,normal,0.008403786,0,normal,0.3979440458178,0,normal,-0.7662512379390365,normal
2016-01-12 05:50:00,40,0,normal,0.010106638,0,normal,0.396739636165372,0,normal,-0.7746008249464131,normal
2016-01-12 06:00:00,50,0,normal,0.010937935,0,normal,0.4039700149833475,0,normal,-0.7037548423084776,normal
2016-01-12 06:10:00,70,0,normal,0.016702883,0,normal,0.4278435801850261,0,normal,-0.5932898395317918,normal
2016-01-12 06:20:00,40,0,normal,0.009194455,0,normal,0.3952110759044974,0,normal,-0.746288685142763,normal
2016-01-12 06:30:00,30,0,normal,0.010912205,0,normal,0.4057849470778082,0,normal,-0.7887189727569008,normal
2016-01-12 06:40:00,20,0,normal,0.017786188,0,normal,0.4397362742491885,0,normal,-0.3276521300472272,normal
2016-01-12 06:50:00,30,0,normal,0.013867677,0,normal,0.4185446137959321,0,normal,-0.7262558244950839,normal
2016-01-12 07:00:00,40,0,normal,0.0138058495,0,normal,0.4328781684907588,0,normal,-0.5160977984294572,normal
2016-01-12 07:10:00,50,0,normal,0.013413303,0,normal,0.426597972741603,0,normal,-0.9891115771957436,normal
2016-01-12 07:20:00,60,0,normal,0.018636944,0,normal,0.4551171884825031,0,normal,-0.5392883754781337,normal
2016-01-12 07:30:00,60,0,normal,0.018092224,0,normal,0.4502935522307401,0,normal,-0.5049280435568659,normal
2016-01-12 07:40:00,70,0,normal,0.018315261,0,normal,0.4615329726782298,0,normal,-0.662895929151845,normal
2016-01-12 07:50:00,60,0,normal,0.01953582,0,normal,0.4797223721490466,0,low,-0.0854588683236252,normal
2016-01-12 08:00:00,140,0,normal,0.018372811,0,normal,0.4619844626056198,0,normal,-0.2780331556108446,normal
2016-01-12 08:10:00,110,0,normal,0.015037974,0,normal,0.4536956679964292,0,normal,-0.5357578916721617,normal
2016-01-12 08:20:00,90,0,normal,0.024544954,0,normal,0.4557740413254429,0,normal,-0.3565174387032688,normal
2016-01-12 08:30:00,60,0,normal,0.020123493,0,normal,0.4474861394477626,0,normal,-0.5161941767045708,normal
2016-01-12 08:40:00,60,0,normal,0.0153944595,0,normal,0.4344624797701129,0,normal,-0.2917253664180619,normal
2016-01-12 08:50:00,60,0,normal,0.013883552,0,normal,0.4326706447730973,0,normal,-0.3784086222972089,normal
2016-01-12 09:00:00,50,0,normal,0.010902383,0,normal,0.4267139530198009,0,normal,-0.6070850497147784,normal
2016-01-12 09:10:00,60,0,normal,0.009930532,0,normal,0.4198191047393367,0,normal,-0.2862479880158746,normal
2016-01-12 09:20:00,50,0,normal,0.009971983,0,normal,0.423030392921166,0,normal,-0.7580940427341185,normal
2016-01-12 09:30:00,30,0,normal,0.009655549,0,normal,0.4162845602579729,0,normal,-0.7367368830971874,normal
2016-01-12 09:40:00,40,0,normal,0.00866433,0,normal,0.4212484751727431,0,normal,-0.7581780085719976,normal
2016-01-12 09:50:00,30,0,normal,0.0074339192,0,normal,0.4101825027758661,0,normal,-0.8350164498841608,normal
2016-01-12 10:00:00,260,0,normal,0.011527415,0,normal,0.4273276335194015,0,normal,-0.7269838776990518,normal
2016-01-12 10:10:00,500,0,normal,0.016681181,0,normal,0.4551777338875049,0,normal,-0.4310127481273265,normal
2016-01-12 10:20:00,450,0,normal,0.014149722,0,normal,0.4640440198848964,0,normal,-0.301921732911506,normal
2016-01-12 10:30:00,50,0,normal,0.013416484,0,normal,0.4751017220118937,1,mid,0.0716331384790218,svm_only
2016-01-12 10:40:00,60,0,normal,0.014555565,0,normal,0.4478733477185216,0,normal,-0.263192055391795,normal
2016-01-12 10:50:00,60,0,normal,0.012820964,0,normal,0.4367962452684923,0,normal,-0.6121293870175739,normal
2016-01-12 11:00:00,50,0,normal,0.010403652,0,normal,0.4254968303600994,0,normal,-0.6663856694219503,normal
2016-01-12 11:10:00,50,0,normal,0.0130023435,0,normal,0.438764083866476,0,normal,-0.7147796898538243,normal
2016-01-12 11:20:00,50,0,normal,0.011920195,0,normal,0.4354309766511097,0,normal,-0.6414647714481407,normal
2016-01-12 11:30:00,60,0,normal,0.008508428,0,normal,0.4259295061926684,0,normal,-0.7869000131963368,normal
2016-01-12 11:40:00,60,0,normal,0.009522431,0,normal,0.4282041582146346,0,normal,-0.7971266538427817,normal
2016-01-12 11:50:00,60,0,normal,0.008573725,0,normal,0.4322380314745823,0,normal,-0.8537598260606452,normal
2016-01-12 12:00:00,60,0,normal,0.009387877,0,normal,0.4354376879616847,0,normal,-0.6231078185744854,normal
2016-01-12 12:10:00,190,0,normal,0.010905912,0,normal,0.4451956994141559,0,normal,-0.8222412892691773,normal
2016-01-12 12:20:00,220,0,normal,0.013953128,0,normal,0.4438805126232714,0,normal,-0.8542215968371745,normal
2016-01-12 12:30:00,170,0,normal,0.013082116,0,normal,0.4411727102834312,0,normal,-0.944616849889714,normal
2016-01-12 12:40:00,390,0,normal,0.016007027,0,normal,0.4601960910691081,0,normal,-0.7608161800645301,normal
2016-01-12 12:50:00,90,0,normal,0.016190013,0,normal,0.4348026810628657,0,normal,-0.3398082211550737,normal
2016-01-12 13:00:00,60,0,normal,0.016166167,0,normal,0.440838123133374,0,normal,-0.6651445315262243,normal
2016-01-12 13:10:00,290,0,normal,0.015642032,0,normal,0.4453177111078179,0,normal,-0.638234208884191,normal
2016-01-12 13:20:00,130,0,normal,0.012368663,0,normal,0.4163348048566247,0,normal,-0.9347575171644912,normal
2016-01-12 13:30:00,140,0,normal,0.01971727,0,normal,0.4211582881405992,0,normal,-0.9187911608703612,normal
2016-01-12 13:40:00,240,0,normal,0.017066741,0,normal,0.4253755692451789,0,normal,-0.8221118196367465,normal
2016-01-12 13:50:00,50,0,normal,0.016422814,0,normal,0.4194601501289074,0,normal,-0.7248472911231447,normal
2016-01-12 14:00:00,60,0,normal,0.017239237,0,normal,0.4209254746858797,0,normal,-0.8677943890266937,normal
2016-01-12 14:10:00,60,0,normal,0.012403585,0,normal,0.4260933051421096,0,normal,-0.8147014638169068,normal
2016-01-12 14:20:00,60,0,normal,0.010486198,0,normal,0.4191054456382125,0,normal,-0.9137378275864438,normal
2016-01-12 14:30:00,370,0,normal,0.014160933,0,normal,0.4404851769840199,0,normal,-0.5927656341769358,normal
2016-01-12 14:40:00,200,0,normal,0.01493162,0,normal,0.4219433112865614,0,normal,-0.7487316841562592,normal
2016-01-12 14:50:00,70,0,normal,0.0155126825,0,normal,0.4190538566155701,0,normal,-0.7680470572590028,normal
2016-01-12 15:00:00,50,0,normal,0.012958845,0,normal,0.4184215295394691,0,normal,-0.6584457509858357,normal
2016-01-12 15:10:00,40,0,normal,0.012294825,0,normal,0.4097442540826432,0,normal,-0.8156297385080957,normal
2016-01-12 15:20:00,40,0,normal,0.012703976,0,normal,0.4200278866542822,0,normal,-0.786946052299802,normal
2016-01-12 15:30:00,30,0,normal,0.0149314655,0,normal,0.4219013486770513,0,normal,-0.7501216877560584,normal
2016-01-12 15:40:00,30,0,normal,0.016267013,0,normal,0.4446340168215446,0,normal,-0.8098198688665643,normal
2016-01-12 15:50:00,30,0,normal,0.013774524,0,normal,0.434857134102344,0,normal,-0.8560242359213863,normal
2016-01-12 16:00:00,30,0,normal,0.01245003,0,normal,0.4394081289122242,0,normal,-0.852122027188396,normal
2016-01-12 16:10:00,40,0,normal,0.014035513,0,normal,0.4246629849076113,0,normal,-0.8181764104850286,normal
2016-01-12 16:20:00,50,0,normal,0.01120585,0,normal,0.4132872453255733,0,normal,-0.7416017389102152,normal
2016-01-12 16:30:00,40,0,normal,0.011603252,0,normal,0.4140748691276222,0,normal,-0.7908819434853802,normal
2016-01-12 16:40:00,40,0,normal,0.013179769,0,normal,0.4254181654457587,0,normal,-0.667831946208618,normal
2016-01-12 16:50:00,40,0,normal,0.011712444,0,normal,0.4174635481468314,0,normal,-0.7876868895067508,normal
2016-01-12 17:00:00,60,0,normal,0.011839805,0,normal,0.4213308731347005,0,normal,-0.7686386583639286,normal
2016-01-12 17:10:00,60,0,normal,0.013399338,0,normal,0.4378966303823214,0,normal,-0.4295738384885681,normal
2016-01-12 17:20:00,210,0,normal,0.01746299,0,normal,0.4655702552413491,0,normal,-0.5417279670898578,normal
2016-01-12 17:30:00,380,0,normal,0.018717235,0,normal,0.4706944085682778,0,normal,-0.2896967561677017,normal
2016-01-12 17:40:00,370,0,normal,0.025575938,1,mid,0.5083447393315265,1,mid,0.1447654777083257,if+svm
2016-01-12 17:50:00,230,0,normal,0.018005015,1,low,0.4961484009872434,1,mid,0.0172704881665369,if+svm
2016-01-12 18:00:00,80,0,normal,0.020872457,1,mid,0.5211586598762883,1,high,0.4185007515809901,if+svm
2016-01-12 18:10:00,90,0,normal,0.017794693,0,normal,0.4699897894839601,0,low,-0.0714857298146856,normal
2016-01-12 18:20:00,70,0,normal,0.016701546,0,normal,0.4548881334997193,0,normal,-0.7962768970002645,normal
2016-01-12 18:30:00,40,0,normal,0.018110279,0,normal,0.4558401545043606,0,normal,-0.2293931949531986,normal
2016-01-12 18:40:00,40,0,normal,0.018037044,0,normal,0.4648974639799473,1,high,0.4278599002107625,svm_only
2016-01-12 18:50:00,30,0,normal,0.01793739,0,normal,0.4578576159239892,0,low,-0.0426605881405064,normal
2016-01-12 19:00:00,50,0,normal,0.016015913,0,normal,0.4537900202519254,1,mid,0.2013343069271658,svm_only
2016-01-12 19:10:00,50,0,normal,0.012474025,0,normal,0.4374590711196613,0,low,-0.0640718401581448,normal
2016-01-12 19:20:00,60,0,normal,0.012925771,0,normal,0.426897468019365,0,normal,-0.3045135995951116,normal
2016-01-12 19:30:00,50,0,normal,0.01324672,0,normal,0.4173421497541892,0,normal,-0.4411357643003379,normal
2016-01-12 19:40:00,60,0,normal,0.015157148,0,normal,0.4070257153409177,0,normal,-0.4139031250212168,normal
2016-01-12 19:50:00,60,0,normal,0.0152882235,0,normal,0.4167026105535699,0,normal,-0.3953718758282551,normal
2016-01-12 20:00:00,60,0,normal,0.014707407,0,normal,0.4064552863045333,0,normal,-0.3925903216322033,normal
2016-01-12 20:10:00,50,0,normal,0.01451749,0,normal,0.409067919236723,0,normal,-0.4113568560180309,normal
2016-01-12 20:20:00,50,0,normal,0.013575337,0,normal,0.4056945681654884,0,normal,-0.3636930421922033,normal
2016-01-12 20:30:00,50,0,normal,0.01273534,0,normal,0.3976586578016604,0,normal,-0.4215742459975058,normal
2016-01-12 20:40:00,50,0,normal,0.011347294,0,normal,0.395928770092478,0,normal,-0.4333570499698596,normal
2016-01-12 20:50:00,50,0,normal,0.012767198,0,normal,0.4114862195316927,0,normal,-0.3509213266226574,normal
2016-01-12 21:00:00,60,0,normal,0.01605675,0,normal,0.4176026584321056,0,normal,-0.7460172662360955,normal
2016-01-12 21:10:00,60,0,normal,0.016891507,0,normal,0.4114823661615253,0,normal,-0.7962116723655135,normal
2016-01-12 21:20:00,40,0,normal,0.0155947935,0,normal,0.4219250795442296,0,normal,-0.702917974229023,normal
2016-01-12 21:30:00,30,0,normal,0.0146269,0,normal,0.4234556658378129,0,normal,-0.7378226744100407,normal
2016-01-12 21:40:00,30,0,normal,0.020613056,0,normal,0.4763725137894737,0,low,-0.0265776998974491,normal
2016-01-12 21:50:00,30,0,normal,0.01580617,0,normal,0.4540209108162494,0,normal,-0.4929987948776377,normal
2016-01-12 22:00:00,40,0,normal,0.014465948,0,normal,0.4322395701356605,0,normal,-0.8035049634547953,normal
2016-01-12 22:10:00,50,0,normal,0.01780063,0,normal,0.4417720505039275,0,normal,-0.317378969508556,normal
2016-01-12 22:20:00,50,0,normal,0.016805304,0,normal,0.4235377858309708,0,normal,-0.7878826677953608,normal
2016-01-12 22:30:00,50,0,normal,0.016299086,0,normal,0.4191112820863626,0,normal,-0.7091559899463531,normal
2016-01-12 22:40:00,40,0,normal,0.011999641,0,normal,0.424792438775735,0,normal,-0.5866471969382845,normal
2016-01-12 22:50:00,50,0,normal,0.012185718,0,normal,0.4306271218965262,0,normal,-0.8165182413373304,normal
2016-01-12 23:00:00,40,0,normal,0.0134747,0,normal,0.4286809888116257,0,normal,-0.7826477970262293,normal
2016-01-12 23:10:00,40,0,normal,0.010029065,0,normal,0.4279540994507766,0,normal,-0.7683066203697577,normal
2016-01-12 23:20:00,40,0,normal,0.0109493835,0,normal,0.4246269090854659,0,normal,-0.7905539881401771,normal
2016-01-12 23:30:00,40,0,normal,0.01020061,0,normal,0.4249856646559682,0,normal,-0.823987811024796,normal
2016-01-12 23:40:00,50,0,normal,0.012071649,0,normal,0.423036729184605,0,normal,-0.8322798195554888,normal
2016-01-12 23:50:00,50,0,normal,0.014123567,0,normal,0.4325175782199112,0,normal,-0.5785640554577798,normal
