timestamp,split,Appliances,anomaly_raw_score,anomaly_severity,anomaly_flag,anomaly_category
2016-01-12 17:00:00,train,60,0.44337631124008736,0.5602712754320718,0,normal
2016-01-12 17:10:00,train,60,0.4392166637516272,0.5021512433457304,0,normal
2016-01-12 17:20:00,train,210,0.44469839933649696,0.5772624516881791,0,normal
2016-01-12 17:30:00,train,380,0.45029203599681233,0.6431852986217458,0,normal
2016-01-12 17:40:00,train,370,0.4572428313484738,0.7202654415518122,0,normal
2016-01-12 17:50:00,train,230,0.45242082888390084,0.6686356012542842,0,normal
2016-01-12 18:00:00,train,80,0.45383114633279853,0.6837307664260192,0,normal
2016-01-12 18:10:00,train,90,0.4487202686472043,0.6246627287974914,0,normal
2016-01-12 18:20:00,train,70,0.4448632193569265,0.5792313862757967,0,normal
2016-01-12 18:30:00,train,40,0.44592631922250603,0.5927951578793845,0,normal
2016-01-12 18:40:00,train,40,0.44980420239404256,0.6367680303361773,0,normal
2016-01-12 18:50:00,train,30,0.44265959418313255,0.5503536789907387,0,normal
2016-01-12 19:00:00,train,50,0.4395272119478382,0.5082768176183183,0,normal
2016-01-12 19:10:00,train,50,0.4331443249426647,0.4126741048639977,0,normal
2016-01-12 19:20:00,train,60,0.42107114381544297,0.23546999197841464,0,normal
2016-01-12 19:30:00,train,50,0.4185514971038089,0.20301903303434696,0,normal
2016-01-12 19:40:00,train,60,0.41908942396840443,0.2095821483264056,0,normal
2016-01-12 19:50:00,train,60,0.4281831246210356,0.3413549186902939,0,normal
2016-01-12 20:00:00,train,60,0.4213754530826562,0.2399912491796106,0,normal
2016-01-12 20:10:00,train,50,0.42799849360215997,0.33887551957996065,0,normal
2016-01-12 20:20:00,train,50,0.4243285968460678,0.2835265806169328,0,normal
2016-01-12 20:30:00,train,50,0.42215497986833994,0.25195070371180633,0,normal
2016-01-12 20:40:00,train,50,0.41983896957191164,0.2184058922190622,0,normal
2016-01-12 20:50:00,train,50,0.4199358090722769,0.21942682126449356,0,normal
2016-01-12 21:00:00,train,60,0.42106805785895574,0.23539706847516956,0,normal
2016-01-12 21:10:00,train,60,0.41979965809009046,0.2180412747028367,0,normal
2016-01-12 21:20:00,train,40,0.42104445317351924,0.23532414497192444,0,normal
2016-01-12 21:30:00,train,30,0.4176399524101501,0.19186173703784729,0,normal
2016-01-12 21:40:00,train,30,0.4259838573366204,0.30795595420404,0,normal
2016-01-12 21:50:00,train,30,0.41978733042092736,0.21782250419310142,0,normal
2016-01-12 22:00:00,train,40,0.4135451718951305,0.1455553124772114,0,normal
2016-01-12 22:10:00,train,50,0.43261824087982725,0.4053817545394881,0,normal
2016-01-12 22:20:00,train,50,0.4291465354840863,0.3555020783198425,0,normal
2016-01-12 22:30:00,train,50,0.43190011550369295,0.3956100051046452,0,normal
2016-01-12 22:40:00,train,40,0.42380307903027514,0.2759425362794429,0,normal
2016-01-12 22:50:00,train,50,0.42130460628432853,0.23882447312768906,0,normal
2016-01-12 23:00:00,train,40,0.417891656704426,0.19426821264493546,0,normal
2016-01-12 23:10:00,train,40,0.4205412119478694,0.22759425362794428,0,normal
2016-01-12 23:20:00,train,40,0.4136671151167562,0.14679501203237805,0,normal
2016-01-12 23:30:00,train,40,0.41690357612954787,0.18369430467439657,0,normal
2016-01-12 23:40:00,train,50,0.4178811192323694,0.19397651863195509,0,normal
2016-01-12 23:50:00,train,50,0.42210447279047314,0.25114854517611024,0,normal
2016-01-13 00:00:00,train,50,0.4255076700534007,0.3016116094217166,0,normal
2016-01-13 00:10:00,train,30,0.4214664976128899,0.24115802523153212,0,normal
2016-01-13 00:20:00,train,20,0.4237917853488634,0.2754320717567272,0,normal
2016-01-13 00:30:00,train,30,0.41960829633555735,0.21541602858601328,0,normal
2016-01-13 00:40:00,train,20,0.4246924580125128,0.28877707285057974,0,normal
2016-01-13 00:50:00,train,40,0.4254032529829933,0.299642674834099,0,normal
2016-01-13 01:00:00,train,50,0.4303790207761143,0.37373295413111646,0,normal
2016-01-13 01:10:00,train,60,0.43053601430082267,0.37577481222197917,0,normal
2016-01-13 01:20:00,train,50,0.42528965497642446,0.2982571282724422,0,normal
2016-01-13 01:30:00,train,40,0.4229321152431919,0.26369138773426676,0,normal
2016-01-13 01:40:00,train,40,0.4237000765980018,0.27411944869831545,0,normal
2016-01-13 01:50:00,train,50,0.42437769592746755,0.2845475096623642,0,normal
2016-01-13 02:00:00,train,40,0.42915327649424073,0.3557208488295778,0,normal
2016-01-13 02:10:00,train,40,0.4335190351444754,0.41843506162036026,0,normal
2016-01-13 02:20:00,train,50,0.43794755606087243,0.4810034274046525,0,normal
2016-01-13 02:30:00,train,50,0.43719708755074566,0.4680230438270255,0,normal
2016-01-13 02:40:00,train,50,0.43612162991551656,0.45183402610661416,0,normal
