date,consommation_reelle,baseline_predite_Wh,apres_mesure_predit_Wh,economie_Wh
2016-04-16 22:30:00,50.0,73.61453,67.45576,6.1587753
2016-04-16 22:40:00,50.0,63.599304,62.442657,1.1566467
2016-04-16 22:50:00,50.0,62.269302,61.003517,1.2657852
2016-04-16 23:00:00,50.0,61.917953,61.116966,0.80098724
2016-04-16 23:10:00,50.0,61.149757,60.128,1.021759
2016-04-16 23:20:00,60.0,61.183678,60.16192,1.021759
2016-04-16 23:30:00,60.0,62.102066,61.362427,0.7396393
2016-04-16 23:40:00,50.0,63.759926,63.02028,0.7396469
2016-04-16 23:50:00,60.0,62.145256,60.845848,1.299408
2016-04-17 00:00:00,60.0,62.41328,61.67364,0.7396393
2016-04-17 00:10:00,50.0,65.8961,65.156456,0.7396469
2016-04-17 00:20:00,50.0,62.424828,61.125416,1.2994118
2016-04-17 00:30:00,50.0,61.06847,60.046715,1.0217552
2016-04-17 00:40:00,50.0,60.917812,59.896057,1.0217552
2016-04-17 00:50:00,50.0,61.06847,60.046715,1.0217552
2016-04-17 01:00:00,50.0,61.06847,60.046715,1.0217552
2016-04-17 01:10:00,50.0,60.652515,59.63076,1.0217552
2016-04-17 01:20:00,60.0,60.76772,59.745964,1.0217552
2016-04-17 01:30:00,50.0,62.102066,61.362427,0.7396393
2016-04-17 01:40:00,60.0,62.154053,60.85464,1.2994118
2016-04-17 01:50:00,60.0,61.98686,61.24722,0.7396393
2016-04-17 02:00:00,50.0,63.56331,62.82366,0.7396469
2016-04-17 02:10:00,50.0,62.187855,60.324936,1.8629189
2016-04-17 02:20:00,40.0,61.06847,59.483204,1.5852661
2016-04-17 02:30:00,60.0,58.921364,57.53868,1.3826828
2016-04-17 02:40:00,40.0,61.80649,60.678116,1.128376
2016-04-17 02:50:00,50.0,59.480217,57.81989,1.6603279
2016-04-17 03:00:00,60.0,60.19353,58.759335,1.4341965
2016-04-17 03:10:00,60.0,61.99028,61.25064,0.7396393
2016-04-17 03:20:00,60.0,63.56331,62.46913,1.0941772
2016-04-17 03:30:00,60.0,63.56331,62.46913,1.0941772
2016-04-17 03:40:00,60.0,63.56331,62.46913,1.0941772
2016-04-17 03:50:00,50.0,66.89985,63.176285,3.7235641
2016-04-17 04:00:00,50.0,62.147175,60.561905,1.5852699
2016-04-17 04:10:00,40.0,60.936718,62.000313,-1.0635948
2016-04-17 04:20:00,50.0,59.07202,73.71367,-14.641647
2016-04-17 04:30:00,40.0,60.559246,61.58864,-1.0293922
2016-04-17 04:40:00,50.0,58.425167,73.06682,-14.641651
2016-04-17 04:50:00,60.0,59.82573,61.06064,-1.234909
2016-04-17 05:00:00,50.0,61.608727,63.368935,-1.7602081
2016-04-17 05:10:00,60.0,61.026142,59.795403,1.2307396
2016-04-17 05:20:00,50.0,62.102066,63.86228,-1.7602158
2016-04-17 05:30:00,50.0,61.876404,60.645657,1.2307472
2016-04-17 05:40:00,50.0,61.024223,62.124084,-1.0998611
2016-04-17 05:50:00,50.0,61.183678,62.45279,-1.2691116
2016-04-17 06:00:00,40.0,62.001926,62.001926,0.0
2016-04-17 06:10:00,50.0,59.237118,59.237118,0.0
2016-04-17 06:20:00,40.0,60.678703,60.678703,0.0
2016-04-17 06:30:00,60.0,57.897915,57.897915,0.0
2016-04-17 06:40:00,60.0,65.00553,65.00553,0.0
2016-04-17 06:50:00,50.0,66.187004,66.187004,0.0
2016-04-17 07:00:00,70.0,62.43067,62.43067,0.0
2016-04-17 07:10:00,50.0,71.707436,71.707436,0.0
2016-04-17 07:20:00,50.0,73.18509,63.941116,9.243973
2016-04-17 07:30:00,80.0,65.17662,65.17662,0.0
2016-04-17 07:40:00,70.0,82.10609,82.89063,-0.7845459
2016-04-17 07:50:00,60.0,89.641335,81.18191,8.459427
2016-04-17 08:00:00,40.0,84.2944,75.83498,8.459427
2016-04-17 08:10:00,60.0,67.10881,64.479416,2.6293945
2016-04-17 08:20:00,50.0,77.332855,74.70346,2.6293945
2016-04-17 08:30:00,200.0,71.159996,71.159996,0.0
2016-04-17 08:40:00,240.0,205.46068,205.46068,0.0
2016-04-17 08:50:00,250.0,156.79665,151.47359,5.323059
2016-04-17 09:00:00,90.0,150.2809,144.95784,5.323059
2016-04-17 09:10:00,180.0,99.79081,99.48894,0.30187225
2016-04-17 09:20:00,160.0,150.86821,131.73874,19.12947
2016-04-17 09:30:00,50.0,156.1609,156.1609,0.0
2016-04-17 09:40:00,60.0,87.40402,87.14748,0.25654602
2016-04-17 09:50:00,80.0,99.29597,95.031845,4.264122
2016-04-17 10:00:00,150.0,112.73535,101.84918,10.886169
2016-04-17 10:10:00,470.0,179.3809,168.98811,10.392792
2016-04-17 10:20:00,576.5999999999985,288.265,288.17096,0.094055176
2016-04-17 10:30:00,576.5999999999985,329.3709,328.21887,1.1520386
2016-04-17 10:40:00,330.0,232.87663,228.61865,4.2579803
2016-04-17 10:50:00,370.0,196.28725,188.64926,7.637985
2016-04-17 11:00:00,200.0,212.47247,196.06322,16.409256
2016-04-17 11:10:00,100.0,143.98392,143.98392,0.0
2016-04-17 11:20:00,100.0,119.122536,118.62072,0.5018158
2016-04-17 11:30:00,100.0,125.58977,119.70758,5.882187
2016-04-17 11:40:00,100.0,125.42665,124.63895,0.78770447
2016-04-17 11:50:00,100.0,122.9237,122.02592,0.8977814
2016-04-17 12:00:00,290.0,108.29032,108.05547,0.23484802
2016-04-17 12:10:00,140.0,191.38249,194.21532,-2.8328247
2016-04-17 12:20:00,150.0,121.652176,120.51729,1.1348877
2016-04-17 12:30:00,100.0,122.81056,116.990234,5.8203278
2016-04-17 12:40:00,80.0,113.97914,111.99603,1.9831085
2016-04-17 12:50:00,100.0,108.29654,106.31681,1.9797287
2016-04-17 13:00:00,70.0,126.66446,117.18564,9.478821
2016-04-17 13:10:00,80.0,105.8038,105.568954,0.23484802
2016-04-17 13:20:00,70.0,116.85475,106.653656,10.201096
2016-04-17 13:30:00,70.0,81.89484,82.11154,-0.21670532
2016-04-17 13:40:00,70.0,84.05413,82.11154,1.9425888
2016-04-17 13:50:00,70.0,81.38628,81.60298,-0.21670532
2016-04-17 14:00:00,60.0,79.18656,79.40327,-0.21670532
2016-04-17 14:10:00,70.0,72.37738,72.594086,-0.21670532
2016-04-17 14:20:00,60.0,81.12375,81.12375,0.0
2016-04-17 14:30:00,60.0,71.42868,71.645386,-0.21670532
